user_id,sampled_q_ids,sampled_subject_ids,student_total_questions
3652,"51,840,830,92,767,165,6,475,563,522","117,163,148,148,148,164,148,148,154,148",61
2479,"463,311,520,736,83,106,171,547,484,47","155,155,127,155,126,128,128,155,127,127",55
100,"221,198,51,76,232,840,901,532,689,377","60,148,117,36,267,163,127,219,128,155",80
983,"816,754,852,69,502,736,83,129,547,435","164,155,156,3,36,155,126,165,155,165",156
4540,"740,716,885,76,840,463,311,520,844,795","36,117,39,36,163,155,155,127,21,156",251
2057,"790,196,898,105,97,526,934,298,264,289","148,114,39,284,39,63,21,126,220,146",218
3468,"51,76,840,300,834,880,55,491,193,27","117,36,163,153,36,146,146,146,21,175",54
3507,"740,716,852,885,51,626,890,463,298,662","36,117,156,39,117,164,164,155,126,130",531
4412,"740,118,885,675,264,412,830,83,106,66","36,114,39,165,220,284,148,126,128,129",190
4932,"740,816,221,118,232,934,412,502,83,129","36,164,60,114,267,21,284,36,126,165",471
4249,"716,790,675,196,69,850,916,233,934,333","117,148,165,114,3,36,117,3,21,163",136
5784,"740,816,898,754,105,934,264,261,502,66","36,164,39,155,284,21,220,153,36,129",490
4245,"816,675,754,626,890,69,520,298,844,233","164,165,155,164,164,3,127,126,21,3",253
5424,"816,790,885,898,754,118,675,51,76,934","164,148,39,39,155,114,165,117,36,21",535
5730,"740,716,196,898,118,937,141,861,633,747","36,117,114,39,114,168,165,135,163,164",535
5481,"740,816,852,221,898,118,232,885,675,386","36,164,156,60,39,114,267,39,165,44",553
5488,"740,816,716,196,898,754,118,852,885,675","36,164,117,114,39,155,114,156,39,165",494
1380,"740,716,816,790,196,898,754,125,852,540","36,117,164,148,114,39,155,54,156,54",543
4511,"740,716,816,221,196,898,754,232,386,289","36,117,164,60,114,39,155,267,44,146",612
4183,"898,51,76,289,261,412,83,106,584,492","39,117,36,146,153,284,126,128,117,127",248
1653,"816,790,540,582,398,261,737,712,129,596","164,148,54,63,270,153,137,44,165,3",251
4086,"816,754,675,51,934,626,289,261,890,830","164,155,165,117,21,164,146,153,164,148",209
6127,"105,525,596,880,819,55,943,56,491,494","284,3,3,146,3,146,3,128,146,148",70
552,"675,76,626,890,289,261,300,830,513,596","165,36,164,164,146,153,153,148,148,3",159
5430,"740,816,790,125,852,675,51,76,626,840","36,164,148,54,156,165,117,36,164,163",546
6014,"125,540,264,520,736,712,704,547,678,650","54,54,220,127,155,44,220,155,155,155",79
1543,"298,412,877,106,492,514,806,750,171,776","126,284,202,128,127,219,128,219,128,267",73
539,"816,221,754,232,386,289,261,412,330,502","164,60,155,267,44,146,153,284,300,36",464
2050,"790,754,311,520,642,319,678,638,819,30","148,155,155,127,195,195,155,154,3,21",128
4521,"740,885,840,502,884,255,859,642,116,844","36,39,163,36,44,36,33,195,128,21",71
2873,"740,816,125,885,51,626,890,840,298,642","36,164,54,39,117,164,164,163,126,195",477
1235,"740,816,754,118,105,790,264,289,852,412","36,164,155,114,284,148,220,146,156,284",494
4765,"790,830,736,880,92,55,767,491,165,53","148,148,155,146,148,146,148,146,164,148",71
1627,"69,463,97,311,871,412,233,525,277,830","3,155,39,155,269,284,3,3,220,148",141
2568,"898,118,76,463,311,520,38,859,844,319","39,114,36,155,155,127,114,33,21,195",183
1423,"816,790,675,898,626,890,520,105,678,264","164,148,165,39,164,164,127,284,155,220",260
6026,"816,754,118,69,513,596,38,88,389,943","164,155,114,3,148,3,114,164,39,3",145
3797,"716,898,118,582,76,398,840,463,97,311","117,39,114,63,36,270,163,155,39,155",357
1792,"740,716,790,885,675,196,898,754,118,69","36,117,148,39,165,114,39,155,114,3",343
3615,"898,51,76,289,261,412,330,83,106,884","39,117,36,146,153,284,300,126,128,44",306
3689,"330,510,884,723,288,74,681,177,631,573","300,125,44,44,125,44,125,156,44,125",58
5626,"790,69,463,311,880,233,145,638,55,592","148,3,155,155,146,3,156,154,146,3",105
5527,"898,97,106,411,513,947,145,116,137,207","39,39,128,63,148,63,156,128,39,127",92
3371,"740,816,196,118,716,105,125,852,934,264","36,164,114,114,117,284,54,156,21,220",357
2926,"221,198,366,540,582,812,737,917,892,532","60,148,164,54,63,181,137,60,175,219",283
4355,"816,852,221,885,675,51,76,398,35,662","164,156,60,39,165,117,36,270,163,130",586
985,"740,816,754,118,852,885,675,626,890,69","36,164,155,114,156,39,165,164,164,3",204
3184,"740,790,898,118,105,934,264,289,412,830","36,148,39,114,284,21,220,146,284,148",535
1994,"740,716,790,898,118,675,105,934,264,289","36,117,148,39,114,165,284,21,220,146",301
4306,"740,816,852,885,675,76,790,890,69,754","36,164,156,39,165,36,148,164,3,155",308
4717,"890,463,311,333,638,819,75,696,912,714","164,155,155,163,154,3,163,164,3,163",51
246,"790,76,289,261,880,767,165,193,300,834","148,36,146,153,146,148,164,21,153,36",88
2534,"716,885,754,76,311,526,300,916,834,678","117,39,155,36,155,63,153,117,36,155",127
2179,"740,816,852,196,898,754,675,51,76,626","36,164,156,114,39,155,165,117,36,164",352
4257,"816,754,311,642,844,319,233,502,830,129","164,155,155,195,21,195,3,36,148,165",105
3210,"740,816,852,540,675,51,626,890,311,662","36,164,156,54,165,117,164,164,155,130",544
3134,"816,716,754,118,386,790,934,885,675,582","164,117,155,114,44,148,21,39,165,63",417
780,"754,69,850,233,795,145,678,592,177,650","155,3,36,3,156,156,155,3,156,155",58
5754,"196,934,463,97,311,298,642,844,850,916","114,21,155,39,155,126,195,21,36,117",128
3735,"852,754,105,51,76,934,264,737,502,311","156,155,284,117,36,21,220,137,36,155",289
880,"716,852,675,196,76,626,890,69,311,662","117,156,165,114,36,164,164,3,155,130",259
5525,"716,196,76,934,300,916,830,795,513,880","117,114,36,21,153,117,148,156,148,146",131
4685,"816,852,675,51,890,69,840,311,298,233","164,156,165,117,164,3,163,155,126,3",206
4486,"740,816,898,125,852,540,51,76,626,890","36,164,39,54,156,54,117,36,164,164",519
5752,"1,117,680,852,35,520,526,83,402,47","172,169,172,156,163,127,63,126,155,127",53
3809,"740,716,885,196,118,69,38,916,233,678","36,117,39,114,114,3,114,117,3,155",58
5144,"740,196,885,675,626,890,69,520,38,850","36,114,39,165,164,164,3,127,114,36",233
4402,"898,51,105,737,840,97,526,298,662,264","39,117,284,137,163,39,63,126,130,220",237
5991,"740,716,790,675,626,816,890,69,97,520","36,117,148,165,164,164,164,3,39,127",351
574,"740,716,852,885,51,76,840,298,642,319","36,117,156,39,117,36,163,126,195,195",483
534,"740,716,898,105,934,264,412,502,83,106","36,117,39,284,21,220,284,36,126,128",312
633,"740,816,852,885,790,51,898,754,118,76","36,164,156,39,148,117,39,155,114,36",508
4056,"463,736,547,638,714,327,147,50,337,372","155,155,155,154,163,148,189,154,155,155",50
1430,"816,716,366,675,773,790,890,737,520,298","164,117,164,165,164,148,164,137,127,126",412
3962,"754,513,92,767,165,346,522,304,805,650","155,148,148,148,164,148,148,164,164,155",51
1133,"740,816,898,754,934,289,261,502,830,736","36,164,39,155,21,146,153,36,148,155",361
5148,"740,816,196,118,105,934,264,412,830,736","36,164,114,114,284,21,220,284,148,155",556
1013,"221,125,852,898,885,675,582,890,737,463","60,54,156,39,39,165,63,164,137,155",382
2420,"198,51,840,520,83,66,689,532,779,6","148,117,163,127,126,129,128,219,127,148",69
4614,"934,311,300,795,834,638,858,794,658,297","21,155,153,156,36,154,21,39,195,195",80
64,"740,816,716,790,196,898,754,852,885,264","36,164,117,148,114,39,155,156,39,220",494
658,"790,852,754,626,69,463,311,736,596,525","148,156,155,164,3,155,155,155,3,3",180
2232,"125,540,105,264,412,83,106,704,520,514","54,54,284,220,284,126,128,220,127,219",146
4342,"934,850,525,795,596,943,494,858,794,446","21,36,3,156,3,3,148,21,39,3",67
635,"196,754,885,463,311,502,642,844,319,255","114,155,39,155,155,36,195,21,195,36",105
5501,"816,716,852,885,675,51,626,890,97,859","164,117,156,39,165,117,164,164,39,33",463
2464,"816,716,196,898,675,76,890,520,934,642","164,117,114,39,165,36,164,127,21,195",242
1918,"221,852,232,737,463,311,526,917,662,642","60,156,267,137,155,155,63,60,130,195",234
5925,"716,790,852,196,118,626,890,69,463,311","117,148,156,114,114,164,164,3,155,155",255
158,"816,790,898,125,540,675,626,890,737,917","164,148,39,54,54,165,164,164,137,60",318
2579,"198,125,232,51,582,168,398,520,526,705","148,54,267,117,63,165,270,127,63,44",226
3865,"740,885,118,840,38,642,844,319,795,145","36,39,114,163,114,195,21,195,156,156",78
5180,"740,716,790,816,69,97,520,298,642,319","36,117,148,164,3,39,127,126,195,195",315
1584,"740,898,754,118,105,934,264,289,830,736","36,39,155,114,284,21,220,146,148,155",413
5795,"740,852,754,118,69,934,463,311,502,736","36,156,155,114,3,21,155,155,36,155",227
4186,"790,520,298,642,736,83,596,255,492,819","148,127,126,195,155,126,3,36,127,3",98
1199,"740,716,196,754,118,221,852,885,69,526","36,117,114,155,114,60,156,39,3,63",341
3407,"740,816,898,118,754,934,289,261,830,736","36,164,39,114,155,21,146,153,148,155",334
3307,"816,898,118,852,885,626,502,736,69,463","164,39,114,156,39,164,36,155,3,155",247
1809,"790,520,502,830,736,83,596,255,319,943","148,127,36,148,155,126,3,36,195,3",130
3104,"816,102,754,141,861,633,747,289,261,593","164,163,155,165,135,163,164,146,153,168",363
729,"740,816,885,51,754,118,626,890,69,840","36,164,39,117,155,114,164,164,3,163",346
2093,"740,118,51,76,840,97,520,38,859,300","36,114,117,36,163,39,127,114,33,153",131
6053,"790,289,463,311,520,642,319,525,261,502","148,146,155,155,127,195,195,3,153,36",165
494,"520,83,834,56,27,47,39,484,49,265","127,126,36,128,175,127,128,127,128,128",50
518,"816,129,596,525,88,819,435,554,449,912","164,165,3,3,164,3,165,165,165,3",52
495,"105,463,526,662,642,844,319,877,638,30","284,155,63,130,195,21,195,202,154,21",117
3759,"740,196,885,675,51,626,840,298,844,233","36,114,39,165,117,164,163,126,21,3",437
3009,"740,716,196,898,118,790,105,852,934,540","36,117,114,39,114,148,284,156,21,54",516
4554,"740,816,852,885,675,51,398,890,463,662","36,164,156,39,165,117,270,164,155,130",569
165,"898,934,289,261,411,850,880,795,145,561","39,21,146,153,63,36,146,156,156,63",91
5383,"852,675,626,890,106,116,333,34,402,171","156,165,164,164,128,128,163,156,155,128",59
3053,"754,675,626,520,526,525,877,417,819,56","155,165,164,127,63,3,202,165,3,128",128
5218,"740,790,898,118,754,289,261,736,83,513","36,148,39,114,155,146,153,155,126,148",363
1417,"852,105,264,662,877,704,34,402,56,776","156,284,220,130,202,220,156,155,128,267",98
994,"740,716,196,852,118,51,76,69,840,463","36,117,114,156,114,117,36,3,163,155",340
2626,"740,816,125,852,885,51,76,626,890,840","36,164,54,156,39,117,36,164,164,163",628
2261,"740,816,852,675,790,221,196,898,118,51","36,164,156,165,148,60,114,39,114,117",641
5020,"463,311,736,83,171,47,497,625,676,337","155,155,155,126,128,127,128,126,155,155",55
5589,"740,816,885,754,76,118,69,463,311,859","36,164,39,155,36,114,3,155,155,33",181
2433,"125,582,386,737,840,520,705,917,795,595","54,63,44,137,163,127,44,60,156,60",228
3321,"716,196,885,118,463,311,38,859,844,916","117,114,39,114,155,155,114,33,21,117",124
4576,"626,890,289,261,880,767,165,92,475,75","164,164,146,153,146,148,164,148,148,163",93
5804,"890,289,261,520,298,502,642,844,319,525","164,146,153,127,126,36,195,21,195,3",178
5400,"754,76,69,642,255,844,300,193,233,795","155,36,3,195,36,21,153,21,3,156",101
3610,"740,716,221,196,754,118,386,105,125,852","36,117,60,114,155,114,44,284,54,156",600
5999,"740,716,196,118,105,934,264,412,83,66","36,117,114,114,284,21,220,284,126,129",372
2191,"740,852,540,885,69,118,38,850,233,934","36,156,54,39,3,114,114,36,3,21",166
6032,"740,196,898,118,934,502,83,255,686,584","36,114,39,114,21,36,126,36,36,117",227
3592,"816,675,890,289,261,830,736,411,513,596","164,165,164,146,153,148,155,63,148,3",150
4283,"698,347,854,168,621,737,917,32,724,478","176,176,176,165,176,137,60,176,176,135",84
4595,"675,626,890,289,261,830,736,513,333,417","165,164,164,146,153,148,155,148,163,165",98
3233,"790,675,626,890,520,289,642,844,261,319","148,165,164,164,127,146,195,21,153,195",196
3889,"816,790,754,852,675,626,105,520,264,300","164,148,155,156,165,164,284,127,220,153",261
5616,"885,737,525,877,66,129,596,819,492,554","39,137,3,202,129,165,3,3,127,165",96
5381,"740,118,76,97,502,38,255,584,389,193","36,114,36,39,36,114,36,117,39,21",102
1730,"740,716,852,675,790,51,816,626,69,840","36,117,156,165,148,117,164,164,3,163",406
505,"520,298,492,494,0,391,207,669,327,484","127,126,127,148,189,163,127,126,148,127",58
5884,"221,198,102,232,582,398,737,35,917,633","60,148,163,267,63,270,137,163,60,163",232
4198,"675,626,890,66,880,767,92,333,417,55","165,164,164,129,146,148,148,163,165,146",86
3877,"716,852,885,754,118,76,69,38,502,859","117,156,39,155,114,36,3,114,36,33",131
5528,"816,790,852,885,675,51,76,626,398,840","164,148,156,39,165,117,36,164,270,163",553
5711,"740,816,852,675,51,398,840,298,859,850","36,164,156,165,117,270,163,126,33,36",553
2466,"740,790,885,76,626,890,840,463,311,38","36,148,39,36,164,164,163,155,155,114",375
4681,"740,716,198,885,852,520,859,642,844,525","36,117,148,39,156,127,33,195,21,3",182
2930,"740,716,852,885,76,840,463,520,38,859","36,117,156,39,36,163,155,127,114,33",293
3100,"790,675,626,890,830,333,417,75,292,522","148,165,164,164,148,163,165,163,148,148",66
1699,"816,716,790,196,754,852,289,261,736,513","164,117,148,114,155,156,146,153,155,148",303
145,"740,716,816,790,196,898,754,125,852,540","36,117,164,148,114,39,155,54,156,54",500
5860,"816,852,885,898,754,118,675,626,934,289","164,156,39,39,155,114,165,164,21,146",354
4548,"885,51,737,840,463,311,520,526,662,844","39,117,137,163,155,155,127,63,130,21",184
3596,"740,716,196,118,898,105,934,264,412,83","36,117,114,114,39,284,21,220,284,126",256
3935,"852,754,69,463,311,642,844,502,736,129","156,155,3,155,155,195,21,36,155,165",141
1140,"852,76,934,69,736,513,298,492,300,165","156,36,21,3,155,148,126,127,153,164",149
169,"740,816,125,885,675,51,812,398,890,526","36,164,54,39,165,117,181,270,164,63",602
913,"740,118,76,463,502,736,129,596,255,88","36,114,36,155,36,155,165,3,36,164",165
5493,"740,816,898,754,118,125,852,540,885,675","36,164,39,155,114,54,156,54,39,165",544
4475,"198,852,102,754,675,698,937,854,626,890","148,156,163,155,165,176,168,176,164,164",199
1509,"716,198,698,51,76,398,840,298,489,525","117,148,176,117,36,270,163,126,269,3",594
172,"740,816,118,852,885,675,76,890,69,463","36,164,114,156,39,165,36,164,3,155",233
2987,"118,885,105,51,412,83,106,66,704,737","114,39,284,117,284,126,128,129,220,137",237
3235,"790,675,289,261,233,525,92,819,554,446","148,165,146,153,3,3,148,3,165,3",166
1558,"1,117,680,520,526,747,267,484,748,361","172,169,172,127,63,164,269,127,267,155",53
1700,"790,675,626,513,129,880,333,55,554,491","148,165,164,148,165,146,163,146,165,146",104
3394,"816,675,898,626,934,289,261,830,736,83","164,165,39,164,21,146,153,148,155,126",182
3096,"740,816,852,885,76,196,463,311,38,642","36,164,156,39,36,114,155,155,114,195",234
6097,"740,816,754,852,885,675,51,76,626,890","36,164,155,156,39,165,117,36,164,164",224
3202,"740,816,221,118,232,633,747,289,330,83","36,164,60,114,267,163,164,146,300,126",669
3710,"125,232,582,386,737,526,705,871,489,877","54,267,63,44,137,63,44,269,269,202",142
2690,"76,83,300,795,193,547,47,625,328,368","36,126,153,156,21,155,127,126,39,3",61
5487,"816,790,898,626,890,69,520,38,859,850","164,148,39,164,164,3,127,114,33,36",328
2869,"790,198,675,51,909,648,626,398,374,890","148,148,165,117,169,181,164,270,170,164",341
3937,"740,816,118,790,852,675,76,736,129,880","36,164,114,148,156,165,36,155,165,146",189
2104,"51,76,105,840,264,97,106,300,704,584","117,36,284,163,220,39,128,153,220,117",81
468,"740,816,196,118,754,898,852,736,83,129","36,164,114,114,155,39,156,155,126,165",187
