user_id,sampled_q_ids,sampled_subject_ids,student_total_questions
3652,"39,49,51,53,84,92,93,154,157,165","128,128,117,148,128,148,148,164,163,164",61
2479,"47,50,89,106,171,185,252,405,463,311","127,154,42,128,128,154,154,154,155,155",55
100,"6,23,27,29,37,51,67,76,156,157","148,125,175,156,151,117,61,36,44,163",80
983,"2,8,16,24,34,39,46,47,49,69","3,156,163,164,156,156,128,156,127,128,3",156
4540,"2,6,11,18,24,27,29,30,754,31","3,156,148,156,156,156,175,156,21,155,156",251
2057,"4,12,20,30,39,44,47,49,54,56","56,284,219,21,128,127,127,128,33,128",218
3468,"26,29,37,52,55,76,87,157,193,222","153,156,151,163,164,146,36,153,163,21,153",54
3507,"0,4,8,10,11,14,16,18,19,24","189,56,163,202,156,137,164,156,3,156",531
4412,"4,12,20,26,38,39,44,47,53,55","56,284,219,153,114,128,127,127,148,146",190
4932,"2,6,8,10,11,14,16,18,19,736","3,156,148,163,202,156,137,164,156,3,155",471
4249,"25,26,39,53,55,56,59,65,69,75","148,153,128,148,146,128,164,163,3,163",136
5784,"0,6,8,11,12,736,13,14,16,19","189,148,163,156,284,155,44,137,164,3",490
4245,"0,8,16,22,25,754,31,39,40,44","189,163,164,189,148,155,156,128,3,127",253
5424,"0,2,4,6,8,10,11,12,736,14","189,3,156,56,148,163,202,156,284,155,137",535
5730,"6,10,11,14,18,21,24,27,30,31","148,202,156,137,156,169,156,175,21,156",535
5481,"0,2,6,8,10,14,16,18,23,24","189,3,156,148,163,202,137,164,156,125,156",553
5488,"0,2,4,5,6,9,10,736,11,12","189,3,156,56,44,148,44,202,155,156,284",494
1380,"2,5,10,11,13,16,18,19,22,24","3,156,44,202,156,44,164,156,3,189,156",543
4511,"0,6,10,11,14,16,18,19,22,27","189,148,202,156,137,164,156,3,189,175",612
4183,"6,10,14,37,40,44,51,52,54,56","148,202,137,151,3,127,117,163,164,33,128",248
1653,"0,5,8,9,14,17,19,25,26,36","189,44,163,44,137,60,3,148,153,44",251
4086,"8,16,19,22,29,44,47,53,59,65","163,164,3,189,156,127,127,148,164,163",209
6127,"12,19,20,26,39,49,56,65,78,84","284,3,219,153,128,128,128,163,219,128",70
552,"0,22,25,27,39,53,56,59,65,72","189,189,148,175,128,148,128,164,163,146",159
5430,"0,4,5,6,8,10,12,14,16,736","189,56,44,148,163,202,284,137,164,155",546
6014,"12,13,46,47,50,736,71,78,83,89","284,44,156,127,154,155,156,219,126,42",79
1543,"10,14,44,64,94,116,130,162,171,207","202,137,127,56,137,128,63,202,128,127",73
539,"0,2,8,10,14,17,19,23,754,24","189,3,156,163,202,137,60,3,125,155,156",464
2050,"0,22,30,39,47,49,50,754,56,463","189,189,21,128,127,128,154,155,128,155",128
4521,"8,11,18,30,31,41,52,118,119,142","163,156,156,21,156,44,163,164,114,36,36",71
2873,"2,4,6,8,10,11,12,13,16,18","3,156,56,148,163,202,156,284,44,164,156",477
1235,"0,2,5,9,11,12,16,19,20,22","189,3,156,44,44,156,284,164,3,219,189",494
4765,"25,26,50,53,55,87,154,165,169,212","148,153,154,148,146,153,164,164,164,148",71
1627,"19,53,69,85,133,137,155,160,176,185","3,148,3,56,163,39,284,39,63,154",141
2568,"27,30,38,50,52,54,56,76,82,84","175,21,114,154,163,164,33,128,36,195,128",183
1423,"0,8,12,14,16,20,22,25,26,39","189,163,284,137,164,219,189,148,153,128",260
6026,"2,8,16,19,24,34,38,40,46,71","3,156,163,164,3,156,156,114,3,156,156",145
3797,"6,10,11,14,17,18,27,29,30,31","148,202,156,137,60,156,175,156,21,156",357
1792,"0,8,16,19,22,736,26,27,30,37","189,163,164,3,189,155,153,175,21,151",343
3615,"0,10,14,25,27,29,37,39,40,41","189,202,137,148,175,156,151,128,3,44",306
3689,"5,9,41,46,71,161,172,203,215,263","44,44,44,156,156,156,44,125,44,156",58
5626,"0,18,22,31,40,55,65,69,87,158","189,156,189,156,3,146,163,3,153,156",105
5527,"31,40,54,64,69,97,106,116,120,122","156,3,33,56,3,39,128,128,36,36",92
3371,"8,11,12,13,17,18,24,30,34,39","163,156,284,44,60,156,156,21,156,128",357
2926,"5,7,9,23,36,41,48,62,63,68","44,165,44,125,44,44,60,61,269,189",283
4355,"0,2,6,8,10,11,754,14,16,463","189,3,156,148,163,202,156,155,137,164,155",586
985,"0,2,8,16,19,22,736,24,34,38","189,3,156,163,164,3,189,155,156,156,114",204
3184,"4,8,10,11,13,14,16,20,22,24","56,163,202,156,44,137,164,219,189,156",535
1994,"0,12,19,20,22,25,30,38,39,44","189,284,3,219,189,148,21,114,128,127",301
4306,"0,2,12,19,20,22,24,25,27,37","189,3,156,284,3,219,189,156,148,175,151",308
4717,"19,75,101,147,185,190,211,260,327,333","3,163,163,189,154,163,164,163,163,148,163",51
246,"0,22,26,37,52,55,65,87,92,93","189,189,153,151,163,164,146,163,153,148,148",88
2534,"14,50,52,76,85,754,106,118,463,311","137,154,163,164,36,56,155,128,114,155,155",127
2179,"0,2,6,8,11,18,19,22,24,29","189,3,156,148,163,156,156,3,189,156,156",352
4257,"8,16,24,30,34,40,46,53,69,71","163,164,156,21,156,3,156,148,3,156",105
3210,"0,2,4,6,8,12,754,13,14,463","189,3,156,56,148,163,284,155,44,137,155",544
3134,"0,2,8,16,17,18,19,22,736,25","189,3,156,163,164,60,156,3,189,155,148",417
780,"11,18,31,40,46,69,71,82,138,158","156,156,156,3,156,3,156,195,195,156",58
5754,"11,18,30,31,97,120,122,123,137,145","156,156,21,156,39,36,36,36,39,156",128
3735,"2,4,6,11,18,20,27,29,30,754","3,156,56,148,156,156,219,175,156,21,155",289
880,"0,2,4,10,14,19,22,24,27,30","189,3,156,56,202,137,3,189,156,175,21",259
5525,"11,18,22,26,27,31,52,53,55,65","156,156,189,153,175,156,163,164,148,146,163",131
4685,"0,2,8,11,16,18,19,22,24,31","189,3,156,163,156,164,156,3,189,156,156",206
