user_id,seed,sampled_q_ids,sampled_subject_ids,student_total_questions
3507,100,"683,677,811,638,770,30,749,794,184,474","127,156,3,154,129,21,3,39,36,3",531
5784,100,"683,452,867,791,122,199,690,539,383,813","127,146,155,189,36,155,219,148,189,154",490
5424,100,"683,677,811,396,731,451,922,312,184,134","127,156,3,267,219,163,154,148,36,155",535
5481,100,"683,677,749,819,30,605,79,76,438,474","127,156,3,3,21,155,155,36,3,3",553
4511,100,"683,452,791,143,363,884,466,359,354,700","127,146,189,155,128,44,42,267,202,219",612
5430,100,"683,677,749,819,30,605,79,76,474,770","127,156,3,3,21,155,155,36,3,129",546
2873,100,"452,770,749,677,79,605,210,37,71,417","146,129,3,156,155,155,36,151,156,165",477
1235,100,"452,363,700,637,517,30,638,359,934,342","146,128,219,155,155,21,154,267,21,163",494
4355,100,"683,677,749,819,30,605,210,79,71,495","127,156,3,3,21,155,36,155,156,156",586
3184,100,"683,677,811,396,89,577,638,134,37,184","127,156,3,267,42,284,154,155,151,36",535
2179,100,"452,184,193,572,605,500,588,495,71,800","146,36,21,39,155,155,155,156,156,156",352
3210,100,"683,677,749,819,30,605,210,500,824,588","127,156,3,3,21,155,36,155,127,155",544
4486,100,"683,677,811,638,770,30,184,934,749,794","127,156,3,154,129,21,36,21,3,39",519
633,100,"683,452,867,383,770,629,676,6,363,674","127,146,155,189,129,148,155,148,128,146",508
1430,100,"683,30,819,605,794,572,934,824,495,800","127,21,3,155,39,39,21,127,156,156",412
1133,100,"452,184,383,461,178,791,199,742,614,539","146,36,189,155,155,189,155,164,3,148",361
5148,100,"683,452,791,312,867,209,64,539,396,199","127,146,189,148,155,155,56,148,267,155",556
64,100,"683,677,811,89,922,248,184,907,3,111","127,156,3,42,154,148,36,219,155,155",494
5501,100,"683,677,572,731,605,749,819,30,79,474","127,156,39,219,155,3,3,21,155,3",463
1584,100,"452,363,312,539,202,59,209,457,529,911","146,128,148,148,153,164,155,156,155,154",413
