user_id,seed,sampled_q_ids,sampled_subject_ids,student_total_questions
4540,100,"134,637,360,79,234,276,599,361,463,311","155,155,155,155,155,155,155,155,155,155",251
3507,100,"134,372,938,45,111,183,143,281,460,639","155,155,155,155,155,155,155,155,155,155",531
4932,100,"209,637,463,938,461,867,529,178,646,683","155,155,155,155,155,155,155,155,155,127",471
5784,100,"134,676,80,764,738,527,314,460,281,926","155,155,155,155,155,155,155,155,155,155",490
5424,100,"134,209,337,738,372,676,788,143,831,80","155,155,155,155,155,155,155,155,155,155",535
5481,100,"637,867,831,360,463,199,527,111,311,809","155,155,155,155,155,155,155,155,155,155",553
4511,100,"938,337,461,646,831,738,547,111,500,529","155,155,155,155,155,155,155,155,155,155",612
5430,100,"134,637,337,372,676,646,755,278,517,238","155,155,155,155,155,155,155,155,155,155",546
2873,100,"134,463,372,234,738,311,238,281,628,143","155,155,155,155,155,155,155,155,155,155",477
1235,100,"209,867,461,463,764,736,639,700,436,157","155,155,155,155,155,155,155,219,156,163",494
4355,100,"463,867,788,831,547,652,500,650,769,281","155,155,155,155,155,155,155,155,155,155",586
3184,100,"676,867,372,738,238,736,460,809,683,700","155,155,155,155,155,155,155,155,127,219",535
2179,100,"134,463,360,547,676,831,311,588,646,938","155,155,155,155,155,155,155,155,155,155",352
3210,100,"637,676,360,79,500,276,769,361,242,639","155,155,155,155,155,155,155,155,155,155",544
3735,100,"637,463,738,79,311,599,80,238,831,278","155,155,155,155,155,155,155,155,155,155",289
4486,100,"938,360,461,646,755,588,111,867,143,3","155,155,155,155,155,155,155,155,155,155",519
574,100,"134,637,938,736,588,605,314,460,769,755","155,155,155,155,155,155,155,155,155,155",483
633,100,"637,676,463,938,646,831,755,143,605,769","155,155,155,155,155,155,155,155,155,155",508
1133,100,"134,867,676,178,527,583,834,795,436,372","155,155,155,155,155,3,36,156,156,155",361
5148,100,"134,360,938,529,764,683,646,809,795,436","155,155,155,155,155,127,155,155,156,156",556
64,100,"134,676,637,80,764,209,463,372,683,45","155,155,155,155,155,155,155,155,127,155",494
5501,100,"134,360,676,79,738,234,500,111,183,529","155,155,155,155,155,155,155,155,155,155",463
1584,100,"676,867,178,3,83,264,214,335,834,111","155,155,155,155,126,220,127,195,36,155",413
729,100,"360,461,3,80,527,639,111,281,436,583","155,155,155,155,155,155,155,155,156,3",346
3759,100,"134,637,360,234,500,276,183,678,278,754","155,155,155,155,155,155,155,155,155,155",437
3009,100,"637,461,646,788,738,547,769,764,238,926","155,155,155,155,155,155,155,155,155,155",516
4554,100,"209,360,461,646,736,926,183,276,788,764","155,155,155,155,155,155,155,155,155,155",569
2626,100,"209,337,738,234,80,755,311,183,143,529","155,155,155,155,155,155,155,155,155,155",628
2261,100,"209,360,867,646,199,463,788,683,795,809","155,155,155,155,155,155,155,127,156,155",641
3610,100,"676,788,463,3,831,314,460,527,809,683","155,155,155,155,155,155,155,155,155,127",600
5528,100,"134,938,337,738,605,628,242,547,926,788","155,155,155,155,155,155,155,155,155,155",553
5711,100,"938,337,372,80,646,143,738,234,755,831","155,155,155,155,155,155,155,155,155,155",553
2930,100,"134,637,461,831,361,80,517,311,769,111","155,155,155,155,155,155,155,155,155,155",293
145,100,"134,337,867,183,605,311,281,199,926,809","155,155,155,155,155,155,155,155,155,155",500
5860,100,"209,637,831,79,111,867,736,143,926,183","155,155,155,155,155,155,155,155,155,155",354
5493,100,"637,463,80,646,547,588,529,764,111,183","155,155,155,155,155,155,155,155,155,155",544
1509,100,"637,676,360,698,463,79,234,771,678,623","155,155,155,176,155,155,155,176,155,155",594
3202,100,"938,178,199,36,111,360,683,639,552,372","155,155,155,44,155,155,127,155,63,155",669
541,100,"637,461,938,372,867,80,547,788,736,143","155,155,155,155,155,155,155,155,155,155",528
1595,100,"938,646,199,111,736,460,314,281,809,700","155,155,155,155,155,155,155,155,155,219",500
4837,100,"209,360,463,178,529,143,831,314,683,639","155,155,155,155,155,155,155,155,127,155",464
5610,100,"867,529,111,143,527,238,738,281,314,683","155,155,155,155,155,155,155,155,155,127",653
66,100,"134,788,209,938,3,463,527,314,683,926","155,155,155,155,155,155,155,155,127,155",653
4215,100,"372,460,547,3,764,361,281,45,314,683","155,155,155,155,155,155,155,155,155,127",415
5436,100,"676,867,80,788,646,764,938,436,683,281","155,155,155,155,155,155,155,156,127,155",547
2737,100,"134,867,178,209,788,527,736,639,314,683","155,155,155,155,155,155,155,155,155,127",535
573,100,"209,676,831,938,436,3,547,639,809,738","155,155,155,155,156,155,155,155,155,155",547
1670,100,"676,938,463,337,360,372,234,646,111,500","155,155,155,155,155,155,155,155,155,155",644
5744,100,"360,372,646,517,311,755,402,736,460,111","155,155,155,155,155,155,155,155,155,155",586
