user_id,seed,sampled_q_ids,sampled_subject_ids,student_total_questions
3507,100,"134,209,676,867,764,461,337,234,372,637","155,155,155,155,155,155,155,155,155,155",531
5784,100,"134,867,676,199,178,788,529,3,831,80","155,155,155,155,155,155,155,155,155,155",490
5424,100,"134,209,637,337,360,79,676,938,372,463","155,155,155,155,155,155,155,155,155,155",535
5481,100,"134,209,637,337,360,79,652,372,676,463","155,155,155,155,155,155,155,155,155,155",553
4511,100,"134,867,788,676,637,547,178,461,209,337","155,155,155,155,155,155,155,155,155,155",612
5430,100,"134,209,637,738,79,234,500,361,764,676","155,155,155,155,155,155,155,155,155,155",546
2873,100,"134,209,637,738,79,500,605,234,45,276","155,155,155,155,155,155,155,155,155,155",477
1235,100,"134,209,676,360,337,79,372,234,588,738","155,155,155,155,155,155,155,155,155,155",494
4355,100,"134,209,637,738,79,500,605,234,276,588","155,155,155,155,155,155,155,155,155,155",586
3184,100,"134,209,637,738,79,234,500,361,764,676","155,155,155,155,155,155,155,155,155,155",535
2179,100,"134,209,637,738,79,234,360,372,337,463","155,155,155,155,155,155,155,155,155,155",352
3210,100,"134,209,637,738,79,500,605,276,234,599","155,155,155,155,155,155,155,155,155,155",544
4486,100,"134,867,676,637,209,337,360,79,738,463","155,155,155,155,155,155,155,155,155,155",519
633,100,"134,209,637,738,79,500,605,276,234,599","155,155,155,155,155,155,155,155,155,155",508
1430,100,"360,461,646,80,831,683,314,738,926,111","155,155,155,155,155,127,155,155,155,155",412
1133,100,"134,867,676,199,178,527,831,80,583,834","155,155,155,155,155,155,155,155,3,36",361
5148,100,"134,209,676,867,178,199,938,831,639,80","155,155,155,155,155,155,155,155,155,155",556
64,100,"134,867,788,547,676,637,461,209,764,360","155,155,155,155,155,155,155,155,155,155",494
5501,100,"134,209,637,738,79,234,500,361,764,676","155,155,155,155,155,155,155,155,155,155",463
1584,100,"134,867,676,199,3,80,83,214,264,335","155,155,155,155,155,155,126,127,220,195",413
3104,100,"134,209,676,867,764,461,337,234,738,605","155,155,155,155,155,155,155,155,155,155",363
729,100,"134,867,788,676,178,764,527,199,583,834","155,155,155,155,155,155,155,155,3,36",346
4554,100,"134,209,637,738,79,500,605,652,547,764","155,155,155,155,155,155,155,155,155,155",569
2626,100,"134,867,788,547,736,637,337,79,360,738","155,155,155,155,155,155,155,155,155,155",628
