user_id,seed,sampled_q_ids,sampled_subject_ids,student_total_questions
4540,100,"452,184,193,572,71,677,368,934,638,76","146,36,21,39,156,156,3,21,154,36",251
3507,100,"683,677,811,638,770,30,749,794,184,474","127,156,3,154,129,21,3,39,36,3",531
4932,100,"683,452,791,209,363,815,539,867,457,533","127,146,189,155,128,126,148,155,156,39",471
5784,100,"683,452,383,690,539,813,815,122,710,791","127,146,189,219,148,154,126,36,127,189",490
5424,100,"683,677,811,396,731,451,922,312,184,134","127,156,3,267,219,163,154,148,36,155",535
5481,100,"683,677,749,819,30,474,76,934,868,453","127,156,3,3,21,3,36,21,36,33",553
4511,100,"683,452,791,867,363,884,466,638,30,461","127,146,189,155,128,44,42,154,21,155",612
5430,100,"683,677,749,819,30,474,76,934,71,868","127,156,3,3,21,3,36,21,156,36",546
2873,100,"452,770,749,677,934,71,417,868,30,761","146,129,3,156,21,156,165,36,21,127",477
1235,100,"452,363,700,461,638,359,791,577,30,342","146,128,219,155,154,267,189,284,21,163",494
4355,100,"683,677,749,819,30,474,71,500,868,934","127,156,3,3,21,3,156,155,36,21",586
3184,100,"683,677,811,396,89,577,638,184,731,451","127,156,3,267,42,284,154,36,219,163",535
2179,100,"452,184,193,572,417,71,495,555,749,868","146,36,21,39,165,156,156,33,3,36",352
3210,100,"683,677,749,819,30,474,71,79,500,824","127,156,3,3,21,3,156,155,155,127",544
3735,100,"683,677,30,259,770,934,79,71,495,824","127,156,21,148,129,21,155,156,156,127",289
4486,100,"683,677,811,638,770,30,184,934,749,794","127,156,3,154,129,21,36,21,3,39",519
574,100,"683,677,572,731,605,749,819,30,76,500","127,156,39,219,155,3,3,21,36,155",483
633,100,"683,452,383,629,770,376,363,791,674,295","127,146,189,148,129,164,128,189,146,127",508
1133,100,"452,184,383,451,791,178,742,614,539,867","146,36,189,163,189,155,164,3,148,155",361
5148,100,"683,452,791,312,539,64,59,396,911,457","127,146,189,148,148,56,164,267,154,156",556
64,100,"683,677,811,451,89,184,922,248,134,312","127,156,3,163,42,36,154,148,155,148",494
5501,100,"683,677,572,731,500,749,819,30,474,934","127,156,39,219,155,3,3,21,3,21",463
1584,100,"452,363,312,539,202,59,457,742,911,349","146,128,148,148,153,164,156,164,154,127",413
729,100,"452,248,457,312,376,791,122,533,742,480","146,148,156,148,164,189,36,39,164,148",346
3759,100,"683,677,572,731,500,824,495,365,800,276","127,156,39,219,155,127,156,42,156,155",437
