user_id,seed,sampled_q_ids,sampled_subject_ids,student_total_questions
3507,100,"683,923,184,342,677,485,193,130,368,517","127,195,36,163,156,189,21,63,3,155",531
5784,100,"683,452,184,539,867,406,314,405,59,199","127,146,36,148,155,127,155,154,164,155",490
5424,100,"683,923,811,907,184,731,383,37,209,629","127,195,3,219,36,219,189,151,155,148",535
5481,100,"683,923,705,781,130,193,368,789,178,438","127,195,44,39,63,21,3,156,155,3",553
4511,100,"683,452,811,383,867,884,441,363,349,406","127,146,3,189,155,44,117,128,127,127",612
5430,100,"683,923,203,677,379,193,547,368,517,497","127,195,125,156,39,21,155,3,155,128",546
2873,100,"452,638,923,184,677,547,438,417,130,513","146,154,195,36,156,155,3,165,63,148",477
1235,100,"452,923,312,533,383,363,199,3,190,811","146,195,148,39,189,128,155,155,163,164,3",494
4355,100,"683,923,705,781,789,379,130,193,547,640","127,195,44,39,156,39,63,21,155,148",586
3184,100,"683,923,811,907,248,111,457,406,410,184","127,195,3,219,148,155,156,127,148,36",535
2179,100,"452,638,923,184,677,547,342,438,417,332","146,154,195,36,156,155,163,3,165,154",352
3210,100,"683,923,184,193,368,547,130,246,640,769","127,195,36,21,3,155,63,54,148,155",544
4486,100,"683,923,184,193,368,677,485,290,160,130","127,195,36,21,3,156,189,3,39,63",519
633,100,"683,452,184,539,867,383,629,461,190,3","127,146,36,148,155,189,148,155,163,164,155",508
1430,100,"683,923,203,130,658,342,497,640,379,789","127,195,125,63,195,163,128,148,39,156",412
1133,100,"452,638,923,383,614,3,199,312,742,59","146,154,195,189,3,155,155,148,164,164",361
5148,100,"683,452,811,383,539,405,199,710,312,867","127,146,3,189,148,154,155,127,148,155",556
64,100,"683,923,184,485,37,553,638,438,290,137","127,195,36,189,151,117,154,3,3,39",494
5501,100,"683,923,184,193,368,547,438,638,517,497","127,195,36,21,3,155,3,154,155,128",463
1584,100,"452,923,312,59,383,614,539,202,154,527","146,195,148,164,189,3,148,153,164,155",413
3104,100,"533,699,789,638,539,340,938,689,527,457","39,170,156,154,148,181,155,128,155,156",363
729,100,"452,923,312,533,383,199,3,614,527,539","146,195,148,39,189,155,155,3,155,148",346
4554,100,"683,923,705,781,789,379,354,769,638,640","127,195,44,39,156,39,202,155,154,148",569
2626,100,"683,923,203,677,193,638,379,368,130,866","127,195,125,156,21,154,39,3,63,284",628
2261,100,"683,452,811,539,570,163,867,312,772,248","127,146,3,148,117,163,155,148,126,148",641
5528,100,"683,923,705,781,789,379,354,769,640,212","127,195,44,39,156,39,202,155,148,148",553
5711,100,"683,923,705,781,789,379,130,677,547,368","127,195,44,39,156,39,63,156,155,3",553
2466,100,"452,638,438,332,379,474,212,640,193,547","146,154,3,154,39,3,148,148,21,155",375
145,100,"683,923,417,193,368,438,184,547,105,517","127,195,165,21,3,3,36,155,284,155",500
5860,100,"452,923,312,59,539,154,202,405,111,199","146,195,148,164,148,164,153,154,155,155",354
5493,100,"683,923,417,193,485,638,130,246,379,769","127,195,165,21,189,154,63,54,39,155",544
3202,100,"683,383,539,312,405,59,199,24,248,731","127,189,148,148,154,164,155,156,148,219",669
541,100,"683,452,184,363,551,738,421,89,547,130","127,146,36,128,195,155,195,42,155,63",528
2883,100,"452,923,312,533,3,383,238,834,184,629","146,195,148,39,155,189,155,36,36,148",389
1595,100,"452,705,379,781,923,368,547,513,517,789","146,44,39,39,195,3,155,148,155,156",500
4837,100,"683,452,184,539,383,710,405,867,363,312","127,146,36,148,189,127,154,155,128,148",464
5610,100,"683,452,884,363,547,349,406,354,184,866","127,146,44,128,155,127,127,202,36,284",653
66,100,"683,452,884,614,866,790,539,383,710,867","127,146,44,3,284,148,148,189,127,155",653
5436,100,"683,452,184,539,867,190,406,405,238,80","127,146,36,148,155,163,164,127,154,155,155",547
2737,100,"683,452,184,539,867,406,314,405,3,238","127,146,36,148,155,127,155,154,155,155",535
573,100,"452,638,438,332,379,160,517,105,677,658","146,154,3,154,39,39,155,284,156,195",547
1670,100,"683,923,203,247,638,184,866,677,417,485","127,195,125,63,154,36,284,156,165,189",644
5744,100,"683,923,705,781,789,379,417,547,130,474","127,195,44,39,156,39,165,155,63,3",586
1223,100,"452,638,417,332,789,738,342,368,547,212","146,154,165,154,156,155,163,3,155,148",400
376,100,"683,452,811,539,731,867,405,248,406,202","127,146,3,148,219,155,154,148,127,153",412
2837,100,"683,923,417,193,368,547,474,130,638,640","127,195,165,21,3,155,3,63,154,148",538
2931,100,"683,184,731,3,539,689,312,485,111,410","127,36,219,155,148,128,148,189,155,148",461
1374,100,"683,923,705,781,130,789,379,677,368,547","127,195,44,39,63,156,39,156,3,155",553
2938,100,"683,923,811,731,248,383,312,539,420,111","127,195,3,219,148,189,148,148,153,155",535
1563,100,"683,923,417,193,368,547,474,130,246,769","127,195,165,21,3,155,3,63,54,155",519
3981,100,"683,452,184,539,154,629,867,383,312,710","127,146,36,148,164,148,155,189,148,127",520
1993,100,"683,452,811,383,539,405,363,786,867,312","127,146,3,189,148,154,128,154,155,148",540
4228,100,"683,923,184,193,368,547,677,738,474,212","127,195,36,21,3,155,156,155,3,148",549
934,100,"683,923,203,705,37,674,497,383,105,811","127,195,125,44,151,146,128,189,284,3",577
449,100,"683,923,417,184,485,553,37,134,811,383","127,195,165,36,189,117,151,155,3,189",541
944,100,"452,638,438,332,379,474,789,640,212,769","146,154,3,154,39,3,156,148,148,155",447
3243,100,"683,923,705,781,789,379,354,769,640,212","127,195,44,39,156,39,202,155,148,148",553
889,100,"683,923,811,907,248,731,383,290,184,379","127,195,3,219,148,219,189,3,36,39",519
3540,100,"683,923,203,184,342,105,368,290,638,37","127,195,125,36,163,284,3,3,154,151",553
2861,100,"683,923,184,342,497,547,379,640,212,769","127,195,36,163,128,155,39,148,148,155",412
4748,100,"452,638,417,332,130,474,379,789,212,246","146,154,165,154,63,3,39,156,148,54",521
3532,100,"683,923,417,193,368,547,474,105,517,130","127,195,165,21,3,155,3,284,155,63",528
1764,100,"683,923,417,193,368,547,474,130,638,485","127,195,165,21,3,155,3,63,154,189",541
1614,100,"683,923,203,677,379,789,738,638,640,547","127,195,125,156,39,156,155,154,148,155",571
5452,100,"683,923,811,383,485,3,638,941,772,731","127,195,3,189,189,155,154,154,126,219",519
5139,100,"683,923,417,193,368,547,474,517,342,497","127,195,165,21,3,155,3,155,163,128",472
2840,100,"452,638,438,332,379,474,677,193,658,640","146,154,3,154,39,3,156,21,195,148",355
2905,100,"683,923,811,731,248,539,772,111,410,383","127,195,3,219,148,148,126,155,148,189",628
1538,100,"683,923,184,342,497,547,379,137,438,677","127,195,36,163,128,155,39,39,3,156",494
681,100,"683,923,811,907,184,368,406,290,638,438","127,195,3,219,36,3,127,3,154,3",514
2101,100,"683,452,811,539,731,238,714,363,184,406","127,146,3,148,219,155,163,128,36,127",574
5250,100,"452,923,312,539,811,202,405,111,199,248","146,195,148,148,3,153,154,155,155,148",338
2710,100,"683,452,811,383,867,3,238,363,405,938","127,146,3,189,155,155,155,128,154,155",520
3446,100,"683,923,184,193,368,547,438,105,485,781","127,195,36,21,3,155,3,284,189,39",519
1057,100,"683,452,184,539,867,383,710,614,646,461","127,146,36,148,155,189,127,3,155,155",543
671,100,"683,452,811,383,867,3,238,363,354,349","127,146,3,189,155,155,155,128,202,127",460
185,100,"683,383,539,312,405,59,199,867,406,80","127,189,148,148,154,164,155,155,127,155",720
622,100,"683,452,811,539,731,867,405,363,421,312","127,146,3,148,219,155,154,128,195,148",535
2367,100,"452,923,312,539,811,363,383,3,199,867","146,195,148,148,3,128,189,155,155,155",398
717,100,"683,699,130,246,417,354,769,379,640,268","127,170,63,54,165,202,155,39,148,61",461
5110,100,"452,923,312,533,383,461,3,379,677,811","146,195,148,39,189,155,155,39,156,3",349
2548,100,"452,638,417,332,789,547,368,212,474,193","146,154,165,154,156,155,3,148,3,21",228
5210,100,"683,923,184,193,368,547,130,246,738,789","127,195,36,21,3,155,63,54,155,156",523
2654,100,"683,452,811,539,570,867,3,383,312,199","127,146,3,148,117,155,155,189,148,155",541
5074,100,"683,923,705,781,789,379,354,769,640,212","127,195,44,39,156,39,202,155,148,148",553
4457,100,"683,923,811,731,248,539,111,420,154,742","127,195,3,219,148,148,155,153,164,164",690
1462,100,"683,923,184,193,368,638,438,517,677,547","127,195,36,21,3,154,3,155,156,155",554
1213,100,"683,923,705,781,789,379,417,547,130,368","127,195,44,39,156,39,165,155,63,3",644
1760,100,"683,923,203,184,383,811,485,37,193,379","127,195,125,36,189,3,189,151,21,39",600
1298,100,"452,923,312,533,184,539,811,383,629,461","146,195,148,39,36,148,3,189,148,155",430
2094,100,"683,923,203,184,383,811,37,539,731,907","127,195,125,36,189,3,151,148,219,219",537
3549,100,"683,811,539,731,884,441,363,923,170,406","127,3,148,219,44,117,128,195,39,127",633
5694,100,"683,923,811,731,383,497,184,3,629,111","127,195,3,219,189,128,36,155,148,155",606
112,100,"683,699,126,209,705,923,638,203,247,782","127,170,165,155,44,195,154,125,63,117",749
3791,100,"683,452,866,710,561,614,539,383,184,551","127,146,284,127,63,3,148,189,36,195",639
1269,100,"452,638,438,332,547,789,640,130,658,212","146,154,3,154,155,156,148,63,195,148",476
4216,100,"683,923,705,781,789,379,417,547,130,769","127,195,44,39,156,39,165,155,63,155",553
1837,100,"683,923,417,184,485,383,811,3,638,438","127,195,165,36,189,189,3,155,154,3",499
2380,100,"683,452,811,539,731,867,363,312,383,405","127,146,3,148,219,155,128,148,189,154",535
2786,100,"683,923,203,247,658,130,379,789,354,246","127,195,125,63,195,63,39,156,202,54",691
3513,100,"452,638,438,332,379,160,677,547,203,37","146,154,3,154,39,39,156,155,125,151",523
111,100,"683,923,203,247,658,130,379,342,497,547","127,195,125,63,195,63,39,163,128,155",598
4671,100,"683,923,705,781,789,379,354,769,640,638","127,195,44,39,156,39,202,155,148,154",553
1507,100,"683,452,184,539,383,710,405,867,312,421","127,146,36,148,189,127,154,155,148,195",634
3266,100,"683,452,811,539,731,238,406,867,405,363","127,146,3,148,219,155,127,155,154,128",579
3187,100,"452,137,677,160,368,923,417,184,517,513","146,39,156,39,3,195,165,36,155,148",374
5211,100,"683,923,184,485,710,539,811,383,941,638","127,195,36,189,127,148,3,189,154,154",541
2831,100,"452,638,923,383,3,770,290,772,811,614","146,154,195,189,155,129,3,126,3,3",513
2347,100,"683,923,705,553,184,638,342,438,517,193","127,195,44,117,36,154,163,3,155,21",555
5507,100,"683,923,184,342,497,130,246,738,438,368","127,195,36,163,128,63,54,155,3,3",519
5544,100,"683,923,203,184,705,37,710,160,209,866","127,195,125,36,44,151,127,39,155,284",720
2914,100,"683,452,811,539,570,383,405,199,867,406","127,146,3,148,117,189,154,155,155,127",559
5496,100,"683,452,811,539,731,867,405,248,406,312","127,146,3,148,219,155,154,148,127,148",530
1138,100,"683,452,811,539,731,238,406,383,312,533","127,146,3,148,219,155,127,189,148,39",535
4419,100,"683,923,203,247,638,674,517,705,789,379","127,195,125,63,154,146,155,44,156,39",627
3276,100,"683,923,184,342,497,130,246,738,438,368","127,195,36,163,128,63,54,155,3,3",569
1047,100,"683,401,699,438,923,203,126,178,184,731","127,174,170,3,195,125,165,155,36,219",782
2918,100,"683,923,203,184,383,811,37,485,705,789","127,195,125,36,189,3,151,189,44,156",634
1378,100,"683,452,811,539,405,363,312,421,786,867","127,146,3,148,154,128,148,195,154,155",588
1389,100,"683,452,811,383,867,405,539,406,314,3","127,146,3,189,155,154,148,127,155,155",618
4400,100,"683,923,203,247,638,674,517,705,789,342","127,195,125,63,154,146,155,44,156,163",654
565,100,"683,923,705,553,184,638,290,37,193,130","127,195,44,117,36,154,3,151,21,63",640
5627,100,"683,452,811,539,405,363,786,199,884,312","127,146,3,148,154,128,154,155,44,148",669
5456,100,"683,452,811,383,539,405,884,867,786,199","127,146,3,189,148,154,44,155,154,155",611
123,100,"683,184,811,383,485,3,731,638,629,497","127,36,3,189,189,155,219,154,148,128",466
3482,100,"683,452,184,363,551,738,421,89,786,349","127,146,36,128,195,155,195,42,154,127",547
6033,100,"683,452,884,441,406,923,363,398,80,349","127,146,44,117,127,195,128,270,155,127",661
5560,100,"683,452,811,539,405,202,312,731,199,248","127,146,3,148,154,153,148,219,155,148",616
4723,100,"683,452,184,539,867,406,314,405,3,238","127,146,36,148,155,127,155,154,155,155",498
1525,100,"683,452,184,539,383,710,405,199,636,867","127,146,36,148,189,127,154,155,56,155",600
3854,100,"683,923,811,383,614,731,37,710,452,772","127,195,3,189,3,219,151,127,146,126",544
184,100,"683,923,203,184,705,37,710,160,290,438","127,195,125,36,44,151,127,39,3,3",645
1025,100,"683,923,811,907,184,731,248,312,539,383","127,195,3,219,36,219,148,148,148,189",535
4422,100,"683,923,184,342,497,547,379,640,638,738","127,195,36,163,128,155,39,148,154,155",374
2100,100,"452,383,312,533,811,539,614,3,867,199","146,189,148,39,3,148,3,155,155,155",371
2034,100,"452,923,312,533,184,539,811,190,410,383","146,195,148,39,36,148,3,163,164,148,189",485
1554,100,"683,923,203,184,342,638,438,247,658,246","127,195,125,36,163,154,3,63,195,54",612
3938,100,"683,401,130,438,781,342,354,497,547,184","127,174,63,3,39,163,202,128,155,36",688
3315,100,"683,923,811,383,485,638,379,193,497,37","127,195,3,189,189,154,39,21,128,151",541
966,100,"683,452,184,539,867,383,629,461,770,497","127,146,36,148,155,189,148,155,129,128",510
4238,100,"683,452,811,383,539,405,363,786,731,710","127,146,3,189,148,154,128,154,219,127",521
3693,100,"683,452,811,383,539,405,710,731,867,199","127,146,3,189,148,154,127,219,155,155",463
1674,100,"683,452,884,441,349,638,866,561,184,461","127,146,44,117,127,154,284,63,36,155",640
4816,100,"683,923,203,247,658,246,379,497,438,781","127,195,125,63,195,54,39,128,3,39",550
4352,100,"683,452,811,383,867,405,539,406,314,199","127,146,3,189,155,154,148,127,155,155",535
2677,100,"683,401,14,782,772,37,497,383,710,614","127,174,137,117,126,151,128,189,127,3",796
3486,100,"683,923,705,781,789,379,354,417,638,130","127,195,44,39,156,39,202,165,154,63",702
796,100,"683,923,203,247,658,130,379,677,246,354","127,195,125,63,195,63,39,156,54,202",635
5561,100,"683,923,203,247,658,130,379,342,368,677","127,195,125,63,195,63,39,163,3,156",509
2917,100,"683,923,184,485,37,368,105,130,438,134","127,195,36,189,151,3,284,63,3,155",519
4277,100,"683,923,705,781,789,130,379,342,354,438","127,195,44,39,156,63,39,163,202,3",563
444,100,"683,923,184,193,368,638,130,517,677,438","127,195,36,21,3,154,63,155,156,3",526
2078,100,"683,923,184,342,677,368,193,438,638,517","127,195,36,163,156,3,21,3,154,155",516
2781,100,"683,452,811,539,405,363,786,349,551,738","127,146,3,148,154,128,154,127,195,155",555
1503,100,"683,923,705,37,342,497,130,379,638,193","127,195,44,151,163,128,63,39,154,21",553
2961,100,"683,923,203,247,658,677,354,640,246,379","127,195,125,63,195,156,202,148,54,39",678
2627,100,"452,923,312,533,184,160,137,789,379,354","146,195,148,39,36,39,39,156,39,202",689
4492,100,"683,923,811,383,485,203,379,497,677,368","127,195,3,189,189,125,39,128,156,3",531
4858,100,"683,923,184,485,37,553,638,539,134,137","127,195,36,189,151,117,154,148,155,39",594
