user_id,sampled_q_ids,sampled_subject_ids,student_total_questions
3507,"69,898,513,737,88,819,844,277,502,298","3,39,148,137,164,3,21,220,36,126",531
5784,"69,795,255,51,898,193,66,83,412,116","3,156,36,117,39,21,129,126,284,128",490
5424,"69,795,255,51,193,66,83,412,116,26","3,156,36,117,21,129,126,284,128,153",535
5481,"69,898,513,795,255,819,844,277,502,298","3,39,148,156,36,3,21,220,36,126",553
4511,"69,795,716,255,51,193,83,576,898,412","3,156,117,36,117,21,126,63,39,284",612
5430,"69,898,513,795,737,626,819,844,277,502","3,39,148,156,137,164,3,21,220,36",546
2873,"69,795,255,51,193,66,83,449,898,475","3,156,36,117,21,129,126,165,39,148",477
1235,"69,795,255,51,193,898,513,83,737,626","3,156,36,117,21,39,148,126,137,164",494
4355,"69,898,513,795,819,844,277,502,298,311","3,39,148,156,3,21,220,36,126,155",586
3184,"69,795,255,51,898,513,193,66,83,412","3,156,36,117,39,148,21,129,126,284",535
2179,"69,898,795,716,513,255,88,819,844,502","3,39,156,117,148,36,164,3,21,36",352
3210,"69,898,513,737,626,819,844,277,502,298","3,39,148,137,164,3,21,220,36,126",544
4486,"69,795,255,51,193,66,83,449,412,116","3,156,36,117,21,129,126,165,284,128",519
633,"69,795,255,51,193,66,898,83,513,412","3,156,36,117,21,129,39,126,148,284",508
1430,"795,898,513,737,716,819,844,277,502,298","156,39,148,137,117,3,21,220,36,126",412
1133,"69,795,255,51,193,898,513,475,333,790","3,156,36,117,21,39,148,148,163,148",361
5148,"69,795,716,255,51,898,513,193,66,83","3,156,117,36,117,39,148,21,129,126",556
64,"69,898,795,716,513,737,626,819,844,502","3,39,156,117,148,137,164,3,21,36",494
5501,"69,898,513,626,795,819,844,277,502,816","3,39,148,164,156,3,21,220,36,164",463
1584,"69,898,795,255,51,513,193,83,819,26","3,39,156,36,117,148,21,126,3,153",413
3104,"69,795,255,861,513,909,812,593,626,665","3,156,36,135,148,169,181,168,164,164",363
729,"69,795,255,51,193,898,449,513,475,596","3,156,36,117,21,39,165,148,148,3",346
4554,"69,898,795,513,255,626,819,844,277,502","3,39,156,148,36,164,3,21,220,36",569
2626,"69,795,255,51,193,66,83,898,412,116","3,156,36,117,21,129,126,39,284,128",628
2261,"69,898,513,795,716,255,737,51,193,66","3,39,148,156,117,36,137,117,21,129",641
5528,"69,898,513,795,255,819,844,277,502,298","3,39,148,156,36,3,21,220,36,126",553
5711,"69,898,795,513,255,88,819,844,277,502","3,39,156,148,36,164,3,21,220,36",553
2466,"69,898,513,716,819,844,502,311,740,642","3,39,148,117,3,21,36,155,36,195",375
145,"69,795,716,255,51,193,66,83,898,513","3,156,117,36,117,21,129,126,39,148",500
5860,"69,795,255,51,898,513,626,88,193,819","3,156,36,117,39,148,164,164,21,3",354
5493,"69,898,795,255,51,513,737,193,66,83","3,39,156,36,117,148,137,21,129,126",544
3202,"69,795,716,255,193,83,576,449,412,116","3,156,117,36,21,126,63,165,284,128",669
541,"69,898,513,737,626,819,844,277,502,298","3,39,148,137,164,3,21,220,36,126",528
2883,"69,898,861,795,255,51,626,665,844,502","3,39,135,156,36,117,164,164,21,36",389
1595,"69,898,795,255,51,513,193,66,83,412","3,39,156,36,117,148,21,129,126,284",500
